molecule_chembl_id,chemical_name,drug_name,chembl_id,disease_name,evidence,pubmed,drug_clean,disease_clean
C048858,14-dehydroxy-3-glucodigitoxigenin,,,Heart Failure,therapeutic,2943245,,heart failure
C047778,1-(4'-hydroxy-2'-butenoxy)methyl-2-nitroimidazole,,,Breast Neoplasms,therapeutic,1671058,,breast neoplasms
C047778,1-(4'-hydroxy-2'-butenoxy)methyl-2-nitroimidazole,,,"Carcinoma, Squamous Cell",therapeutic,1671058,,carcinoma squamous cell
C059528,14-hydroxydocosahexaenoic acid,,,Acute Lung Injury,therapeutic,34601004,,acute lung injury
C059528,14-hydroxydocosahexaenoic acid,,,Pneumonia,therapeutic,34601004,,pneumonia
C481758,1-(4-hydroxyiminomethylpyridinium)-3-(carbamoylpyridinium) propane dibromide,,,Poisoning,therapeutic,20138854,,poisoning
C081949,14-methoxymetopon,,,Nociceptive Pain,therapeutic,19800397,,nociceptive pain
C050133,14-methyl-8-oxacyclorphan,,,Catalepsy,therapeutic,1676175,,catalepsy
C050133,14-methyl-8-oxacyclorphan,,,Muscle Rigidity,therapeutic,1676175,,muscle rigidity
C090859,1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole,,,Hyperalgesia,therapeutic,17112505,,hyperalgesia
C035342,"1,4-naphthoquinone",,,Inflammation,therapeutic,21235518,,inflammation
C562246,1-(4-nitro-2-(trifluoromethyl)phenyl)-4-(3-(trifluoromethyl)phenyl)piperazine,,,Prostatic Hyperplasia,therapeutic,21128595,,prostatic hyperplasia
C547349,14-O-methyloxymorphone,,,Nociceptive Pain,therapeutic,19800397,,nociceptive pain
C074153,"1,4-phenylenebis(methylene)selenocyanate",,,Adenocarcinoma,therapeutic,12844480,,adenocarcinoma
C074153,"1,4-phenylenebis(methylene)selenocyanate",,,Colonic Neoplasms,therapeutic,10753194,,colonic neoplasms
C074153,"1,4-phenylenebis(methylene)selenocyanate",,,Intestinal Neoplasms,therapeutic,10753194,,intestinal neoplasms
C074153,"1,4-phenylenebis(methylene)selenocyanate",,,"Mammary Neoplasms, Experimental",therapeutic,12844480,,mammary neoplasms experimental
C074153,"1,4-phenylenebis(methylene)selenocyanate",,,Neoplasms,therapeutic,21732699,,neoplasms
C477941,"1,4-phenylenebis(methylene)selenocyanate, glutathione conjugate",,,Adenocarcinoma,therapeutic,12844480,,adenocarcinoma
C477941,"1,4-phenylenebis(methylene)selenocyanate, glutathione conjugate",,,"Mammary Neoplasms, Experimental",therapeutic,12844480,,mammary neoplasms experimental
C048927,"1,5-anhydrofructose",,,Pneumonia,therapeutic,19559007,,pneumonia
C106444,1-(5-bromofur-2-il)-2-bromo-2-nitroethene,,,Bacterial Infections and Mycoses,therapeutic,10221421,,bacterial infections and mycoses
C484309,1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine,,,Nerve Degeneration,therapeutic,30408497,,nerve degeneration
C484309,1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine,,,Pruritus,therapeutic,19652466,,pruritus
C042148,15-crown-5,,,Myocardial Ischemia,therapeutic,8312801,,myocardial ischemia
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,"Encephalomyelitis, Autoimmune, Experimental",therapeutic,16844232,,encephalomyelitis autoimmune experimental
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,Extravasation of Diagnostic and Therapeutic Materials,therapeutic,16461118,,extravasation of diagnostic and therapeutic materials
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,Inflammation,therapeutic,17884933,,inflammation
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,"Leukemia, Lymphocytic, Chronic, B-Cell",therapeutic,18923439,,leukemia lymphocytic chronic b cell
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,"Leukemia, Myeloid, Acute",therapeutic,19997560,,leukemia myeloid acute
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,Liver Cirrhosis,therapeutic,19429239,,liver cirrhosis
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,Lung Injury,therapeutic,15684285,,lung injury
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,Pulmonary Edema,therapeutic,15684285,,pulmonary edema
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,Reperfusion Injury,therapeutic,12970094,,reperfusion injury
C097240,"15-deoxy-delta(12,14)-prostaglandin J2",,,Urinary Bladder Diseases,therapeutic,16461118,,urinary bladder diseases
C477819,15-deoxyprostaglandin J2,,,"Infarction, Middle Cerebral Artery",therapeutic,16034372,,infarction middle cerebral artery
C477819,15-deoxyprostaglandin J2,,,"Mammary Neoplasms, Experimental",therapeutic,23964924,,mammary neoplasms experimental
C477819,15-deoxyprostaglandin J2,,,Myocardial Infarction,therapeutic,12087064,,myocardial infarction
C095653,"1,5-dihydroxyisoquinoline",,,Kidney Diseases,therapeutic,19833176,,kidney diseases
C062028,1-(5-hydroxy-5-methylhexyl)-3-methylxanthine,,,Candidiasis,therapeutic,1759826,,candidiasis
D019307,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,,,Glaucoma,therapeutic,15277498,,glaucoma
D019307,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,,,Substance Withdrawal Syndrome,therapeutic,8996817,,substance withdrawal syndrome
C025170,15(S)-15-methylprostaglandin E1,,,Glomerulonephritis,therapeutic,2311303,,glomerulonephritis
C025170,15(S)-15-methylprostaglandin E1,,,Immune Complex Diseases,therapeutic,159314,,immune complex diseases
C025170,15(S)-15-methylprostaglandin E1,,,Inflammation,therapeutic,159314,,inflammation
C025170,15(S)-15-methylprostaglandin E1,,,Vasculitis,therapeutic,159314,,vasculitis
D015064,"16,16-Dimethylprostaglandin E2",,,Carbon Tetrachloride Poisoning,therapeutic,3786805,,carbon tetrachloride poisoning
D015064,"16,16-Dimethylprostaglandin E2",,,Chemical and Drug Induced Liver Injury,therapeutic,3786805,,chemical and drug induced liver injury
D015064,"16,16-Dimethylprostaglandin E2",,,Duodenal Ulcer,therapeutic,10671773,,duodenal ulcer
D015064,"16,16-Dimethylprostaglandin E2",,,Necrosis,therapeutic,4032494,,necrosis
D015064,"16,16-Dimethylprostaglandin E2",,,Reperfusion Injury,therapeutic,11567657,,reperfusion injury
D015064,"16,16-Dimethylprostaglandin E2",,,Stomach Diseases,therapeutic,11567657,,stomach diseases
D015064,"16,16-Dimethylprostaglandin E2",,,Stomach Ulcer,therapeutic,11595431,,stomach ulcer
C054250,"1-(6-(2,4-dichlorophenyl)-3-pyridazinyl)-4-piperidinol",,,Seizures,therapeutic,6292984,,seizures
C558737,"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",,,"Arthritis, Experimental",therapeutic,21341682,,arthritis experimental
C558737,"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",,,Bone Resorption,therapeutic,21341682,,bone resorption
C558737,"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",,,"Encephalomyelitis, Autoimmune, Experimental",therapeutic,21341682,,encephalomyelitis autoimmune experimental
C558737,"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",,,"Hypersensitivity, Delayed",therapeutic,21341682,,hypersensitivity delayed
C558737,"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",,,Peritonitis,therapeutic,21341682,,peritonitis
C060229,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",,,Edema,therapeutic,16644903,,edema
C060229,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",,,Pain,therapeutic,18987195,,pain
C534047,"1-(6,6-bis(4-fluorophenyl)hexyl)-4-(3,4,5-trimethoxybenzyl)piperazine",,,Hyperalgesia,therapeutic,18777607,,hyperalgesia
C534047,"1-(6,6-bis(4-fluorophenyl)hexyl)-4-(3,4,5-trimethoxybenzyl)piperazine",,,Neuralgia,therapeutic,18777607,,neuralgia
C480140,"1,6-Bis(4-(4-amino-3-hydroxyphenoxy)phenyl)diamantane",,,Neoplasms,therapeutic,15589971,,neoplasms
C499148,"17,17'-bis(cyclopropylmethyl)-6,6',7,7'-tetrahydro-4,5-4',5'-diepoxy-6,6'-(benzylimino)(7,7'-bimorphinan)-3,3',14,14'-tetrol",,,Hyperalgesia,therapeutic,20232057,,hyperalgesia
C499148,"17,17'-bis(cyclopropylmethyl)-6,6',7,7'-tetrahydro-4,5-4',5'-diepoxy-6,6'-(benzylimino)(7,7'-bimorphinan)-3,3',14,14'-tetrol",,,Substance Withdrawal Syndrome,therapeutic,20232057,,substance withdrawal syndrome
C523983,"1-(7-(2-chlorophenyl)-8-(4-chlorophenyl)-2-methylpyrazolo(1,5-a)-(1,3,5)triazin-4-yl)-3-ethylaminoazetidine-3-carboxylic acid amide",,,Parkinsonian Disorders,therapeutic,17630359,,parkinsonian disorders
C410803,"17-(5'-isoxazolyl)androsta-4,16-dien-3-one",,,"Neoplasms, Experimental",therapeutic,11118046,,neoplasms experimental
C410803,"17-(5'-isoxazolyl)androsta-4,16-dien-3-one",,,Prostatic Neoplasms,therapeutic,11118046,,prostatic neoplasms
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,"Bone Diseases, Metabolic",therapeutic,7835827,,bone diseases metabolic
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Carcinoma,therapeutic,9208491,,carcinoma
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Endometrial Hyperplasia,therapeutic,11695813,,endometrial hyperplasia
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Endometrial Neoplasms,therapeutic,2127240,,endometrial neoplasms
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Fetal Resorption,therapeutic,3816235,,fetal resorption
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Hot Flashes,therapeutic,16373245,,hot flashes
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Hypertension,therapeutic,19733289,,hypertension
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,"Infertility, Female",therapeutic,11476795,,infertility female
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,"Neoplasms, Hormone-Dependent",therapeutic,8500499,,neoplasms hormone dependent
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Obstetric Labor Complications,therapeutic,16946206,,obstetric labor complications
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,"Obstetric Labor, Premature",therapeutic,16135587,,obstetric labor premature
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,"Osteoporosis, Postmenopausal",therapeutic,16373245,,osteoporosis postmenopausal
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Ovarian Hyperstimulation Syndrome,therapeutic,11719720,,ovarian hyperstimulation syndrome
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Placenta Diseases,therapeutic,17139407,,placenta diseases
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Precancerous Conditions,therapeutic,8082440,,precancerous conditions
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Premature Birth,therapeutic,12802023,,premature birth
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Thrombosis,therapeutic,17139407,,thrombosis
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Uterine Cervical Incompetence,therapeutic,19492920,,uterine cervical incompetence
D000077713,17 alpha-Hydroxyprogesterone Caproate,,,Uterine Hemorrhage,therapeutic,17139407,,uterine hemorrhage
C448659,17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,,,Blood Coagulation Disorders,therapeutic,27224288,,blood coagulation disorders
C448659,17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,,,Breast Neoplasms,therapeutic,21633166,,breast neoplasms
C448659,17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,,,Endotoxemia,therapeutic,27224288,,endotoxemia
C448659,17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,,,Hyperalgesia,therapeutic,19833175,,hyperalgesia
C448659,17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,,,Hypotension,therapeutic,27224288,,hypotension
C448659,17-(dimethylaminoethylamino)-17-demethoxygeldanamycin,,,Multiple Organ Failure,therapeutic,27224288,,multiple organ failure
C021183,"1,7-dimethylxanthine",,,Inflammation,therapeutic,19962977,,inflammation
C021183,"1,7-dimethylxanthine",,,Lung Injury,therapeutic,19962977,,lung injury
C021183,"1,7-dimethylxanthine",,,"Pulmonary Disease, Chronic Obstructive",therapeutic,19962977,,pulmonary disease chronic obstructive
C524733,"17-ethynyl-5-androstene-3, 7, 17-triol",,,Inflammation,therapeutic,22384159,,inflammation
C062894,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",,,Acute Lung Injury,therapeutic,34601004,,acute lung injury
C062894,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",,,Colitis,therapeutic,21724996,,colitis
C062894,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",,,Pneumonia,therapeutic,34601004,,pneumonia
C057916,17-hydroxyjolkinolide B,,,Inflammation,therapeutic,22080918,,inflammation
C008541,17-monochloroacetylajmaline,,,Parkinson Disease,therapeutic,4602984,,parkinson disease
C122128,"1,7-N-heptylene-bis-9,9'-amino-1,2,3,4-tetrahydroacridine",,,Memory Disorders,therapeutic,19365154,,memory disorders
C029185,17-pentylsparteine,,,"Arrhythmias, Cardiac",therapeutic,7193016,,arrhythmias cardiac
C092396,17-phenyltrinorprostaglandin E2,,,Stomach Ulcer,therapeutic,11595431,,stomach ulcer
C521270,"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",,,Chemical and Drug Induced Liver Injury,therapeutic,33846815,,chemical and drug induced liver injury
C521270,"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",,,Heart Diseases,therapeutic,33603344,,heart diseases
C521270,"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",,,Hepatomegaly,therapeutic,33846815,,hepatomegaly
C521270,"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",,,Hyperemia,therapeutic,35317438,,hyperemia
C521270,"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",,,Kidney Diseases,therapeutic,35317438,,kidney diseases
C521270,"18alpha,20beta-hydroxy-11-oxo-norolean-12-en-3beta-yl-2-O-beta-D-glucopyranurosyl-alpha-D-glucopyranosiduronate magnesium tetrahydrate",,,Weight Loss,therapeutic,33603344,,weight loss
C119129,18alpha-glycyrrhetinic acid,,,Chemical and Drug Induced Liver Injury,therapeutic,28414158,,chemical and drug induced liver injury
C119129,18alpha-glycyrrhetinic acid,,,Fatty Liver,therapeutic,28414158,,fatty liver
C119129,18alpha-glycyrrhetinic acid,,,"Hypertension, Pulmonary",therapeutic,31325423,,hypertension pulmonary
C119129,18alpha-glycyrrhetinic acid,,,"Hypertrophy, Right Ventricular",therapeutic,31325423,,hypertrophy right ventricular
C119129,18alpha-glycyrrhetinic acid,,,Neoplasm Invasiveness,therapeutic,24613819,,neoplasm invasiveness
C119129,18alpha-glycyrrhetinic acid,,,Weight Loss,therapeutic,28414158,,weight loss
C103345,18-methoxycoronaridine,,,Amphetamine-Related Disorders,therapeutic,15178360,,amphetamine related disorders
C103345,18-methoxycoronaridine,,,Cocaine-Related Disorders,therapeutic,10899291,,cocaine related disorders
C103345,18-methoxycoronaridine,,,Hyperkinesis,therapeutic,9384223,,hyperkinesis
C103345,18-methoxycoronaridine,,,Morphine Dependence,therapeutic,10911941,,morphine dependence
C561691,18(R)-hydroxyeicosapentaenoic acid,,,Pneumonia,therapeutic,34601004,,pneumonia
C495172,(19Z)-halichondramide,,,"Carcinoma, Non-Small-Cell Lung",therapeutic,23147639,,carcinoma non small cell lung
C047948,1'-acetoxychavicol acetate,,,Brain Injuries,therapeutic,27481192,,brain injuries
C047948,1'-acetoxychavicol acetate,,,"Carcinoma, Ehrlich Tumor",therapeutic,20230805,,carcinoma ehrlich tumor
C047948,1'-acetoxychavicol acetate,,,Learning Disabilities,therapeutic,27481192,,learning disabilities
C057996,1'-acetoxyeugenol,,,Breast Neoplasms,therapeutic,21346553,,breast neoplasms
C548433,"1-(acetyloxy)-3,5,6,6a,7,8,9,10-octahydro-10-hydroxy-7,8-dimethyl-7-(3-methylpenta-2,4-dien-1-yl)naphtho(1,8a-c)furan-3,5-diyl dibutanoate",,,Leukemia,therapeutic,20816779,,leukemia
C023850,"1 alpha,24-dihydroxyvitamin D3",CALCITRIOL,CHEMBL846,Psoriasis,therapeutic,14684937,calcitriol,psoriasis
C042533,1 alpha-hydroxyergocalciferol,,,Retinoblastoma,therapeutic,15364716,,retinoblastoma
C036361,"1-amino-1,3-dicarboxycyclopentane",,,Catalepsy,therapeutic,9437767,,catalepsy
C523415,1-amino-2-phosphonomethylcyclopropanecarboxylic acid,,,Catalepsy,therapeutic,17602546,,catalepsy
C087307,1-amino-5-bromouracil,,,Seizures,therapeutic,7698200,,seizures
C033020,1-aminobenzotriazole,,,Acute Kidney Injury,therapeutic,9381478,,acute kidney injury
C033020,1-aminobenzotriazole,,,Chemical and Drug Induced Liver Injury,therapeutic,19479240,,chemical and drug induced liver injury
C033020,1-aminobenzotriazole,,,Hemorrhage,therapeutic,27421776,,hemorrhage
C033020,1-aminobenzotriazole,,,Massive Hepatic Necrosis,therapeutic,27421776,,massive hepatic necrosis
C033020,1-aminobenzotriazole,,,"Micronuclei, Chromosome-Defective",therapeutic,32199159,,micronuclei chromosome defective
C033020,1-aminobenzotriazole,,,Necrosis,therapeutic,21741958,,necrosis
C033020,1-aminobenzotriazole,,,Neurobehavioral Manifestations,therapeutic,22546275,,neurobehavioral manifestations
C033020,1-aminobenzotriazole,,,Seizures,therapeutic,30420360,,seizures
C033020,1-aminobenzotriazole,,,Vestibular Diseases,therapeutic,18990727,,vestibular diseases
C409063,"1-aminocyclopentane-1,2,4-tricarboxylic acid",,,Catalepsy,therapeutic,17224239,,catalepsy
C108242,"1-aminocyclopentane-1,3,4-tricarboxylic acid",,,Catalepsy,therapeutic,17581957,,catalepsy
C108242,"1-aminocyclopentane-1,3,4-tricarboxylic acid",,,Substance Withdrawal Syndrome,therapeutic,19660510,,substance withdrawal syndrome
C095756,"1-aminoindan-1,5-dicarboxylic acid",,,Catalepsy,therapeutic,12727308,,catalepsy
C095756,"1-aminoindan-1,5-dicarboxylic acid",,,Hyperalgesia,therapeutic,15721164,,hyperalgesia
C095756,"1-aminoindan-1,5-dicarboxylic acid",,,Muscle Rigidity,therapeutic,11026478,,muscle rigidity
C036423,1-aminomethylphosphonic acid,,,Prostatic Neoplasms,therapeutic,26006246,,prostatic neoplasms
C404200,1-(benzofuran-2-yl)-2-propylaminopentane,,,Amphetamine-Related Disorders,therapeutic,19883738,,amphetamine related disorders
C017062,1-benzylimidazole,,,Breast Neoplasms,therapeutic,37994574,,breast neoplasms
C017062,1-benzylimidazole,,,Necrosis,therapeutic,3281885,,necrosis
C017062,1-benzylimidazole,,,Neoplasm Metastasis,therapeutic,37994574,,neoplasm metastasis
C006737,1-benzylpiperazine,,,Cocaine-Related Disorders,therapeutic,19151247,,cocaine related disorders
C495109,"1-(beta-naphthylmethyl)-6,7-dihydroxy-1,2,3,4-tetra-hydroisoquinoline",,,"Shock, Septic",therapeutic,11961057,,shock septic
D020001,1-Butanol,,,Stomach Ulcer,therapeutic,27894855,,stomach ulcer
C115293,"1-(carboxymethyl)-3,5-diphenyl-2-methylbenzene",,,Edema,therapeutic,9719496,,edema
C115293,"1-(carboxymethyl)-3,5-diphenyl-2-methylbenzene",,,Inflammation,therapeutic,9719496,,inflammation
C000591541,"1-cyclopropyl-4-(4-((5-methyl-3-(3-(4-(trifluoromethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-1H-pyrazol-1-yl)methyl)pyridin-2-yl)piperazine",,,"Carcinoma, Non-Small-Cell Lung",therapeutic,24403227,,carcinoma non small cell lung
C000591541,"1-cyclopropyl-4-(4-((5-methyl-3-(3-(4-(trifluoromethoxy)phenyl)-1,2,4-oxadiazol-5-yl)-1H-pyrazol-1-yl)methyl)pyridin-2-yl)piperazine",,,"Neoplasms, Experimental",therapeutic,24403227,,neoplasms experimental
D017485,1-Deoxynojirimycin,,,Hepatomegaly,therapeutic,25445511,,hepatomegaly
D017485,1-Deoxynojirimycin,,,Hyperglycemia,therapeutic,25446853,,hyperglycemia
D017485,1-Deoxynojirimycin,,,Insulin Resistance,therapeutic,25446853,,insulin resistance
D017485,1-Deoxynojirimycin,,,Weight Gain,therapeutic,25445511,,weight gain
C559381,((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,,,Graft vs Host Disease,therapeutic,21195814,,graft vs host disease
C559381,((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,,,Hypercholesterolemia,therapeutic,21195814,,hypercholesterolemia
C559381,((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,,,Hypertriglyceridemia,therapeutic,21195814,,hypertriglyceridemia
C559381,((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,,,"Lupus Erythematosus, Systemic",therapeutic,21195814,,lupus erythematosus systemic
C559381,((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,,,Nephritis,therapeutic,21195814,,nephritis
C559381,((1-ethylpyrrolidin-2-yl) methyl)-4-hydroxy-7-methoxy-quinoline-3-carboxamide,,,Proteinuria,therapeutic,21195814,,proteinuria
C095284,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",,,Seizures,therapeutic,11140358,,seizures
C051942,1-hexacosanol,,,Diabetic Nephropathies,therapeutic,18528636,,diabetic nephropathies
C051942,1-hexacosanol,,,Urinary Bladder Diseases,therapeutic,17989502,,urinary bladder diseases
C087551,"1H-Indene-2-carboxylic acid, 1-(1,3-benzodioxol-5-yl)-3-(2- (carboxymethoxy)-4-methoxyphenyl)-2,3-dihydro-5-propoxy-, (1S,2R,3S)-",,,Hypertension,therapeutic,10669576,,hypertension
C001369,1-hydroxy-3-amino-2-pyrrolidone,,,Cocaine-Related Disorders,therapeutic,9424017,,cocaine related disorders
